# FICTIONAL PERSONA - Sarah Reynolds Donington 2026 5-lap synthetic trace.
# See docs/sarah-reynolds-persona.md + fixtures/personas/sarah-reynolds-coa-stub.json.
# Generated deterministically by apex.instruct.sarah_synth (seed=42).
# 1 Hz mini-sector aggregation; 5 laps x 60 sec = 300 rows; CHANNELS order matches shapes.py.
throttle_pct,brake_pa,steering_rad,rpm,lat_g,long_g,speed_mps,gear,coa_overlap_flag,tire_load_n,mu_v,track_pitch_rad,track_bank_rad,yaw_rate_rad_s
50.0000,0.0000,0.0000,7863.7245,0.0000,0.0000,57.9920,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1552543.0559,0.0439,7473.4823,1.1355,-0.3881,54.0237,5.0000,1.0000,6229.7474,1.2273,0.0030,-0.0150,0.2055
0.0000,3748170.5017,0.1500,6472.5794,0.7496,-0.9370,44.8553,4.0000,1.0000,5749.6341,1.2350,0.0030,-0.0150,0.1634
0.0000,3748170.5017,0.2561,5436.5584,0.7496,-0.9370,35.6753,3.0000,1.0000,4830.3953,1.2350,0.0030,-0.0150,0.2054
0.0000,1552543.0559,0.3000,5003.1969,1.1355,-0.3881,31.9003,3.0000,1.0000,4010.5086,1.2273,0.0030,-0.0150,0.3481
69.4068,0.0000,0.2561,5422.3477,1.1355,0.3881,35.8476,3.0000,1.0000,4080.7612,1.2273,0.0030,-0.0150,0.3111
75.0000,0.0000,0.1500,6463.0119,0.7496,0.9370,44.9095,4.0000,1.0000,5000.0000,1.2350,0.0030,-0.0150,0.1634
75.0000,0.0000,0.0439,7476.0278,0.7496,0.9370,54.1546,5.0000,1.0000,5919.2388,1.2350,0.0030,-0.0150,0.1357
69.4068,0.0000,0.0000,7890.8631,0.0000,0.3881,58.1299,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7866.6898,0.0000,0.0000,57.9644,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7884.6432,0.0000,0.0000,58.0738,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7882.3337,0.0000,0.0000,57.9066,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7884.3738,0.0000,0.0000,57.9795,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7897.4286,0.0000,0.0000,57.9050,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1910822.2226,-0.0439,7368.9798,-1.1008,-0.4777,53.2798,5.0000,1.0000,6213.5353,1.2280,0.0030,-0.0150,-0.2026
0.0000,4000000.0000,-0.1500,6133.5783,-0.6633,-1.0000,42.0840,4.0000,1.0000,5500.0000,1.2367,0.0030,-0.0150,-0.1549
0.0000,4000000.0000,-0.2561,4876.8436,-0.6633,-1.0000,30.5136,3.0000,1.0000,4368.6292,1.2367,0.0030,-0.0150,-0.2121
0.0000,1910822.2226,-0.3000,4365.7824,-1.1008,-0.4777,26.0434,3.0000,1.0000,3482.1644,1.2280,0.0030,-0.0150,-0.4153
73.8853,0.0000,-0.2561,4888.1178,-1.1008,0.4777,30.7101,3.0000,1.0000,3568.6292,1.2280,0.0030,-0.0150,-0.3519
75.0000,0.0000,-0.1500,6090.8569,-0.6633,1.0000,41.9406,4.0000,1.0000,4700.0000,1.2367,0.0030,-0.0150,-0.1549
75.0000,0.0000,-0.0439,7358.1145,-0.6633,1.0000,53.1691,5.0000,1.0000,5831.3708,1.2367,0.0030,-0.0150,-0.1221
73.8853,0.0000,-0.0000,7870.5925,0.0000,0.4777,58.0072,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7867.2224,0.0000,0.0000,57.9471,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7874.4972,0.0000,0.0000,58.0233,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7909.8988,0.0000,0.0000,58.0022,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7862.6834,0.0000,0.0000,58.1602,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7899.3656,0.0000,0.0000,57.9761,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7859.5301,0.0000,0.0000,58.1306,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7883.5855,0.0000,0.0000,58.0219,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7884.3999,0.0000,0.0000,57.9589,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7907.1838,0.0000,0.0000,58.1106,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7896.7022,0.0000,0.0000,58.0429,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7887.1374,0.0000,0.0000,58.1536,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7909.2661,0.0000,0.0000,58.0183,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1791395.8337,0.0439,7372.9509,1.1133,-0.4478,53.4842,5.0000,1.0000,6218.9393,1.2277,0.0030,-0.0150,0.2037
0.0000,4000000.0000,0.1500,6217.2050,0.6633,-1.0000,42.8632,4.0000,1.0000,5600.0000,1.2367,0.0030,-0.0150,0.1513
0.0000,4000000.0000,0.2561,5044.7423,0.6633,-1.0000,32.5585,3.0000,1.0000,4539.3398,1.2367,0.0030,-0.0150,0.2009
0.0000,1791395.8337,0.3000,4572.2038,1.1133,-0.4478,28.1724,3.0000,1.0000,3658.2792,1.2277,0.0030,-0.0150,0.3901
72.3924,0.0000,0.2561,5035.7401,1.1133,0.4478,32.3754,3.0000,1.0000,3739.3398,1.2277,0.0030,-0.0150,0.3372
75.0000,0.0000,0.1500,6242.7030,0.6633,1.0000,42.9617,4.0000,1.0000,4800.0000,1.2367,0.0030,-0.0150,0.1513
75.0000,0.0000,0.0439,7392.2817,0.6633,1.0000,53.7527,5.0000,1.0000,5860.6602,1.2367,0.0030,-0.0150,0.1214
72.3924,0.0000,0.0000,7850.5839,0.0000,0.4478,57.8893,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7859.6884,0.0000,0.0000,57.9105,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7886.2703,0.0000,0.0000,58.0643,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7896.7625,0.0000,0.0000,57.9605,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7919.9346,0.0000,0.0000,57.9995,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7938.2772,0.0000,0.0000,57.9837,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7888.2882,0.0000,0.0000,58.0338,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,2149675.0005,-0.0439,7280.2807,-1.0729,-0.5374,52.8687,5.0000,1.0000,6202.7272,1.2285,0.0030,-0.0150,-0.1996
0.0000,4000000.0000,-0.1500,5857.3591,-0.6633,-1.0000,40.0091,4.0000,1.0000,5300.0000,1.2367,0.0030,-0.0150,-0.1627
0.0000,4000000.0000,-0.2561,4505.2828,-0.6633,-1.0000,27.3365,3.0000,1.0000,4027.2078,1.2367,0.0030,-0.0150,-0.2386
0.0000,2149675.0005,-0.3000,3903.7412,-1.0729,-0.5374,21.7950,2.0000,1.0000,3129.9350,1.2285,0.0030,-0.0150,-0.4784
75.0000,0.0000,-0.2561,4491.6214,-1.0729,0.5374,27.2672,3.0000,1.0000,3227.2078,1.2285,0.0030,-0.0150,-0.3859
75.0000,0.0000,-0.1500,5887.7581,-0.6633,1.0000,39.9157,4.0000,1.0000,4500.0000,1.2367,0.0030,-0.0150,-0.1627
75.0000,0.0000,-0.0439,7297.2556,-0.6633,1.0000,52.6060,5.0000,1.0000,5772.7922,1.2367,0.0030,-0.0150,-0.1234
75.0000,0.0000,-0.0000,7901.3196,0.0000,0.5374,57.9122,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7883.1410,0.0000,0.0000,57.9666,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7876.8273,0.0000,0.0000,58.0916,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7859.2869,0.0000,0.0000,57.8674,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7846.5063,0.0000,0.0000,58.0031,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7870.2738,0.0000,0.0000,57.9516,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1552543.0559,0.0439,7460.0870,1.1355,-0.3881,54.1596,5.0000,1.0000,6229.7474,1.2273,0.0030,-0.0150,0.2055
0.0000,3748170.5017,0.1500,6485.3586,0.7496,-0.9370,45.1003,4.0000,1.0000,5749.6341,1.2350,0.0030,-0.0150,0.1634
0.0000,3748170.5017,0.2561,5441.4428,0.7496,-0.9370,35.8614,3.0000,1.0000,4830.3953,1.2350,0.0030,-0.0150,0.2054
0.0000,1552543.0559,0.3000,5039.6548,1.1355,-0.3881,32.1337,3.0000,1.0000,4010.5086,1.2273,0.0030,-0.0150,0.3481
69.4068,0.0000,0.2561,5428.8514,1.1355,0.3881,35.7922,3.0000,1.0000,4080.7612,1.2273,0.0030,-0.0150,0.3111
75.0000,0.0000,0.1500,6426.3011,0.7496,0.9370,44.9304,4.0000,1.0000,5000.0000,1.2350,0.0030,-0.0150,0.1634
75.0000,0.0000,0.0439,7441.8604,0.7496,0.9370,54.1700,5.0000,1.0000,5919.2388,1.2350,0.0030,-0.0150,0.1357
69.4068,0.0000,0.0000,7865.4955,0.0000,0.3881,58.0242,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7922.5694,0.0000,0.0000,58.0177,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7863.5723,0.0000,0.0000,57.8916,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7896.7698,0.0000,0.0000,58.0090,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7861.9415,0.0000,0.0000,58.0228,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7898.6315,0.0000,0.0000,58.2517,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1910822.2226,-0.0439,7372.2070,-1.1008,-0.4777,53.5014,5.0000,1.0000,6213.5353,1.2280,0.0030,-0.0150,-0.2026
0.0000,4000000.0000,-0.1500,6116.8672,-0.6633,-1.0000,41.9147,4.0000,1.0000,5500.0000,1.2367,0.0030,-0.0150,-0.1549
0.0000,4000000.0000,-0.2561,4874.6768,-0.6633,-1.0000,30.6576,3.0000,1.0000,4368.6292,1.2367,0.0030,-0.0150,-0.2121
0.0000,1910822.2226,-0.3000,4346.9042,-1.1008,-0.4777,25.8537,3.0000,1.0000,3482.1644,1.2280,0.0030,-0.0150,-0.4153
73.8853,0.0000,-0.2561,4884.4135,-1.1008,0.4777,30.6272,3.0000,1.0000,3568.6292,1.2280,0.0030,-0.0150,-0.3519
75.0000,0.0000,-0.1500,6110.9003,-0.6633,1.0000,42.0316,4.0000,1.0000,4700.0000,1.2367,0.0030,-0.0150,-0.1549
75.0000,0.0000,-0.0439,7339.9958,-0.6633,1.0000,53.4343,5.0000,1.0000,5831.3708,1.2367,0.0030,-0.0150,-0.1221
73.8853,0.0000,-0.0000,7854.4412,0.0000,0.4777,57.9271,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7883.4518,0.0000,0.0000,57.9346,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7911.5818,0.0000,0.0000,57.7853,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7883.1998,0.0000,0.0000,57.9837,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7877.6272,0.0000,0.0000,57.8938,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7885.7165,0.0000,0.0000,57.9471,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7862.4628,0.0000,0.0000,58.1727,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7878.1147,0.0000,0.0000,57.8466,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7844.8454,0.0000,0.0000,58.0864,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7850.6591,0.0000,0.0000,57.9671,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7922.5849,0.0000,0.0000,57.9939,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7854.2515,0.0000,0.0000,57.8947,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7858.0643,0.0000,0.0000,57.9666,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1791395.8337,0.0439,7433.4645,1.1133,-0.4478,53.7366,5.0000,1.0000,6218.9393,1.2277,0.0030,-0.0150,0.2037
0.0000,4000000.0000,0.1500,6288.1013,0.6633,-1.0000,43.0583,4.0000,1.0000,5600.0000,1.2367,0.0030,-0.0150,0.1513
0.0000,4000000.0000,0.2561,5039.8425,0.6633,-1.0000,32.5666,3.0000,1.0000,4539.3398,1.2367,0.0030,-0.0150,0.2009
0.0000,1791395.8337,0.3000,4572.6350,1.1133,-0.4478,28.1177,3.0000,1.0000,3658.2792,1.2277,0.0030,-0.0150,0.3901
72.3924,0.0000,0.2561,5070.1049,1.1133,0.4478,32.4373,3.0000,1.0000,3739.3398,1.2277,0.0030,-0.0150,0.3372
75.0000,0.0000,0.1500,6264.5740,0.6633,1.0000,43.1744,4.0000,1.0000,4800.0000,1.2367,0.0030,-0.0150,0.1513
75.0000,0.0000,0.0439,7376.9890,0.6633,1.0000,53.6505,5.0000,1.0000,5860.6602,1.2367,0.0030,-0.0150,0.1214
72.3924,0.0000,0.0000,7875.0944,0.0000,0.4478,58.0828,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7895.5468,0.0000,0.0000,57.9703,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7888.6953,0.0000,0.0000,58.0067,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7872.4769,0.0000,0.0000,57.9303,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7877.3235,0.0000,0.0000,58.0990,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7852.5021,0.0000,0.0000,57.8822,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7875.2365,0.0000,0.0000,58.0782,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,2149675.0005,-0.0439,7294.7437,-1.0729,-0.5374,52.7089,5.0000,1.0000,6202.7272,1.2285,0.0030,-0.0150,-0.1996
0.0000,4000000.0000,-0.1500,5904.6434,-0.6633,-1.0000,40.1171,4.0000,1.0000,5300.0000,1.2367,0.0030,-0.0150,-0.1627
0.0000,4000000.0000,-0.2561,4488.8220,-0.6633,-1.0000,27.3472,3.0000,1.0000,4027.2078,1.2367,0.0030,-0.0150,-0.2386
0.0000,2149675.0005,-0.3000,3929.4308,-1.0729,-0.5374,22.1821,2.0000,1.0000,3129.9350,1.2285,0.0030,-0.0150,-0.4784
75.0000,0.0000,-0.2561,4520.1829,-1.0729,0.5374,27.3452,3.0000,1.0000,3227.2078,1.2285,0.0030,-0.0150,-0.3859
75.0000,0.0000,-0.1500,5903.1086,-0.6633,1.0000,39.8428,4.0000,1.0000,4500.0000,1.2367,0.0030,-0.0150,-0.1627
75.0000,0.0000,-0.0439,7307.1066,-0.6633,1.0000,52.7212,5.0000,1.0000,5772.7922,1.2367,0.0030,-0.0150,-0.1234
75.0000,0.0000,-0.0000,7881.0631,0.0000,0.5374,57.8828,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7880.0017,0.0000,0.0000,57.9482,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7865.5688,0.0000,0.0000,58.1511,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7886.3299,0.0000,0.0000,58.0638,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7878.0543,0.0000,0.0000,57.9301,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7921.8634,0.0000,0.0000,57.8986,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1552543.0559,0.0439,7492.6298,1.1355,-0.3881,54.1957,5.0000,1.0000,6229.7474,1.2273,0.0030,-0.0150,0.2055
0.0000,3748170.5017,0.1500,6457.7169,0.7496,-0.9370,44.8783,4.0000,1.0000,5749.6341,1.2350,0.0030,-0.0150,0.1634
0.0000,3748170.5017,0.2561,5423.5762,0.7496,-0.9370,35.7405,3.0000,1.0000,4830.3953,1.2350,0.0030,-0.0150,0.2054
0.0000,1552543.0559,0.3000,4997.7518,1.1355,-0.3881,32.0312,3.0000,1.0000,4010.5086,1.2273,0.0030,-0.0150,0.3481
69.4068,0.0000,0.2561,5462.6602,1.1355,0.3881,35.9231,3.0000,1.0000,4080.7612,1.2273,0.0030,-0.0150,0.3111
75.0000,0.0000,0.1500,6455.2550,0.7496,0.9370,45.0609,4.0000,1.0000,5000.0000,1.2350,0.0030,-0.0150,0.1634
75.0000,0.0000,0.0439,7470.7656,0.7496,0.9370,53.9633,5.0000,1.0000,5919.2388,1.2350,0.0030,-0.0150,0.1357
69.4068,0.0000,0.0000,7845.1083,0.0000,0.3881,58.0304,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7898.5488,0.0000,0.0000,58.0072,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7889.0884,0.0000,0.0000,58.0414,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7857.7914,0.0000,0.0000,58.1616,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7870.5695,0.0000,0.0000,57.7937,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7885.2743,0.0000,0.0000,57.9409,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1910822.2226,-0.0439,7365.5573,-1.1008,-0.4777,53.3728,5.0000,1.0000,6213.5353,1.2280,0.0030,-0.0150,-0.2026
0.0000,4000000.0000,-0.1500,6114.1566,-0.6633,-1.0000,41.8418,4.0000,1.0000,5500.0000,1.2367,0.0030,-0.0150,-0.1549
0.0000,4000000.0000,-0.2561,4873.4223,-0.6633,-1.0000,30.8339,3.0000,1.0000,4368.6292,1.2367,0.0030,-0.0150,-0.2121
0.0000,1910822.2226,-0.3000,4354.9605,-1.1008,-0.4777,26.0368,3.0000,1.0000,3482.1644,1.2280,0.0030,-0.0150,-0.4153
73.8853,0.0000,-0.2561,4878.5433,-1.1008,0.4777,30.7709,3.0000,1.0000,3568.6292,1.2280,0.0030,-0.0150,-0.3519
75.0000,0.0000,-0.1500,6149.4298,-0.6633,1.0000,41.9429,4.0000,1.0000,4700.0000,1.2367,0.0030,-0.0150,-0.1549
75.0000,0.0000,-0.0439,7313.1748,-0.6633,1.0000,53.3951,5.0000,1.0000,5831.3708,1.2367,0.0030,-0.0150,-0.1221
73.8853,0.0000,-0.0000,7875.2630,0.0000,0.4777,58.1068,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7883.5302,0.0000,0.0000,58.0233,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7885.9199,0.0000,0.0000,58.0234,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7872.5617,0.0000,0.0000,58.0270,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7844.8656,0.0000,0.0000,57.9137,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7886.5599,0.0000,0.0000,57.9852,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
